protID	geneID	protName	capUse_CN4	capUse_CN22	capUse_CN38	capUse_CN75	capUse_hGR	absUse_CN4	absUse_CN22	absUse_CN38	absUse_CN75	absUse_hGR	UB_CN4	UB_CN22	UB_CN38	UB_CN75	UB_hGR
P40459	YIL145C	PAN6	0	0	0	0	0	0	0	0	0	0	2.45e-07	2.5e-07	9.97e-08	8.47e-08	Inf
P40471	YIL124W	AYR1	0	0	0	0	0	0	0	0	0	0	2.28e-06	4.93e-06	1.73e-06	1.62e-06	5.84e-07
P40495	YIL094C	LYS12	0.0478	0.0807	0.0854	0.0776	0.159	5.84e-07	6.42e-07	3.85e-07	3.15e-07	1.39e-06	1.22e-05	7.96e-06	4.52e-06	4.06e-06	8.75e-06
P40506	YIL083C	CAB2	0	0	0	0	0	0	0	0	0	0	5.76e-07	4.54e-07	2.06e-07	1.65e-07	3.3e-07
P40510	YIL074C	SER33	0	0	0	0	0.00713	0	0	0	0	3.79e-08	5.57e-06	4.75e-06	2.98e-06	2.37e-06	5.31e-06
P40545	YIL020C	HIS6	0.157	0.159	0.146	0.13	0.573	7.19e-08	7.9e-08	4.74e-08	3.88e-08	1.71e-07	4.57e-07	4.98e-07	3.25e-07	3e-07	2.98e-07
P40553	YIL010W	DOT5	0	0	0	0	0	0	0	0	0	0	5.33e-07	8.49e-07	4.19e-07	3.92e-07	4.29e-07
P40559	YIL002C	INP51	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40581	YIR037W	HYR1	0	0	0	0	0	0	0	0	0	0	9.07e-06	1.25e-05	7.4e-06	6.02e-06	3.33e-06
P40825	YOR335C	ALA1	0	0	0	0	0	1.33e-07	1.46e-07	8.75e-08	7.16e-08	3.15e-07	Inf	Inf	Inf	Inf	Inf
P40857	YJL097W	PHS1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40884	YJL216C	IMA5	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40970	YDR062W	LCB2	0	0	0	0	0	0	0	0	0	0	1.88e-07	1.69e-07	1.28e-07	Inf	1.2e-07
P40975	YEL017C-A	PMP2	0	0	0	0	0	0	0	0	0	7.58e-06	Inf	Inf	Inf	Inf	Inf
P40988	YMR319C	FET4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40989	YGR032W	GSC2	0	1	1	1	0	0	6.14e-07	1.71e-06	3.43e-07	0	Inf	6.14e-07	1.71e-06	3.43e-07	Inf
P41277	YIL053W	GPP1	0	0	0	0	0	0	0	0	0	0	9.92e-06	2.08e-05	1.78e-05	1.76e-05	3.21e-06
P41338	YPL028W	ERG10	0.000456	0.000361	0.000862	0.00112	0.00321	5.18e-09	4.4e-09	7.84e-09	8.78e-09	1.91e-08	1.13e-05	1.22e-05	9.09e-06	7.82e-06	5.96e-06
P41734	YOR126C	IAH1	0	0	0	0	0	0	0	0	0	0	4.5e-07	4.02e-07	2.41e-07	1.98e-07	1.7e-07
P41735	YOR125C	CAT5	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P41807	YPR036W	VMA13	0	0	0	0	0	0	0	0	0	0	1.35e-06	1.82e-06	1.4e-06	1.35e-06	1.21e-06
P41835	YPL214C	THI6	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P41903	YJR019C	TES1	0	0	0	0	0	0	0	0	0	0	2.92e-06	3.07e-06	1.17e-06	8.42e-07	1.16e-06
P41911	YOL059W	GPD2	0.00426	0	0	0.0173	0.0478	1.3e-08	0	0	2.2e-08	4.78e-08	3.04e-06	3.76e-06	1.41e-06	1.27e-06	1e-06
P41921	YPL091W	GLR1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P41939	YLR174W	IDP2	0.0462	0.102	1	0.607	0.535	7.71e-07	7.82e-07	4.38e-07	3.27e-07	1.91e-06	1.67e-05	7.66e-06	4.38e-07	5.39e-07	3.57e-06
P41940	YDL055C	PSA1	0.00535	0.00566	0.0116	0.0131	0.0236	7.31e-08	6.21e-08	1.11e-07	1.24e-07	2.7e-07	1.37e-05	1.1e-05	9.55e-06	9.49e-06	1.14e-05
P42222	YMR323W	ERR3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P42826	YGR194C	XKS1	0	0	0	0	0	0	0	0	0	0	Inf	2.18e-07	1.61e-07	1.18e-07	1.8e-07
P42837	YNL325C	FIG4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P42941	YGR208W	SER2	0.276	0.202	0.164	0.0363	0.0246	2.31e-07	1.82e-07	9.37e-08	1.93e-08	1.46e-08	8.37e-07	9.01e-07	5.73e-07	5.31e-07	5.94e-07
P42951	YJL100W	LSB6	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P43123	YDL103C	QRI1	0	0	0	0	0	0	0	0	0	0	1.66e-06	1.14e-06	7.35e-07	6.84e-07	6.82e-07
P43544	YFL060C	SNO3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P43550	YFL053W	DAK2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P43567	YFL030W	AGX1	0	0	0	0	0.325	0	0	0	0	1.73e-06	6.5e-06	4.23e-06	2.75e-06	1.78e-06	5.3e-06
P43577	YFL017C	GNA1	0	0	0	0	0	0	0	0	0	0	5.56e-07	6.92e-07	4.7e-07	4.8e-07	3.45e-07
P43619	YFR047C	BNA6	0	0	0	0	0	0	0	0	0	0	2.87e-06	2.68e-06	1.74e-06	1.53e-06	1.67e-06
P43623	YFR055W	IRC7	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P43635	YPR001W	CIT3	0.428	0.65	0	0	0	4.96e-07	5.17e-07	0	0	0	1.16e-06	7.95e-07	Inf	Inf	Inf
P46151	YPL023C	MET12	0.0878	0	0.118	0	0	2.94e-08	0	3.54e-08	0	0	3.35e-07	3.98e-07	2.99e-07	2.29e-07	3.01e-07
P46367	YOR374W	ALD4	0.000428	0	0	0	0.0988	1.51e-07	0	0	0	3.42e-06	0.000354	0.000309	2.56e-05	2.07e-05	3.46e-05
P46655	YGL245W	GUS1	0.947	0.785	0.698	0.625	0.99	7.53e-06	8.28e-06	4.97e-06	4.07e-06	1.79e-05	7.95e-06	1.06e-05	7.12e-06	6.51e-06	1.81e-05
P46681	YDL178W	DLD2	0	0	0	0	0	0	0	0	0	0	9.32e-07	6.73e-07	4.03e-07	3.42e-07	5.79e-07
P46969	YJL121C	RPE1	0.0558	0.117	0.273	0.238	1	1.72e-07	3.16e-07	4.51e-07	4.05e-07	1.99e-06	3.08e-06	2.7e-06	1.65e-06	1.7e-06	1.99e-06
P46971	YJR143C	PMT4	0	0	1	0	1	0	0	3.94e-07	0	4.68e-07	Inf	Inf	3.94e-07	Inf	4.68e-07
P47011	YJL137C	GLG2	0	0	0	0	0	1.33e-08	1.13e-08	2.01e-08	2.25e-08	4.91e-08	Inf	Inf	Inf	Inf	Inf
P47013	YJL134W	LCB3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P47026	YJL091C	GWT1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P47039	YJL060W	BNA3	0	0.00101	0.00072	0.000609	0.00548	0	7.09e-09	4.25e-09	3.48e-09	1.53e-08	3.96e-06	7.02e-06	5.91e-06	5.72e-06	2.79e-06
P47052	YJL045W	YJL045W	0.0605	0	0	0.013	0.486	2.25e-07	0	0	1.37e-08	2e-06	3.72e-06	2.54e-06	1.75e-06	1.05e-06	4.12e-06
P47081	YJL003W	COX16	0.133	0	0	0	0.0476	6.35e-07	0	0	0	1.24e-07	4.77e-06	4.12e-06	2.84e-06	2.34e-06	2.61e-06
P47088	YJR013W	GPI14	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P47095	YJR024C	MDE1	0	0	0	0	0	0	0	0	0	0	1.03e-07	1.34e-07	6.57e-08	5.98e-08	4.38e-08
P47096	YJR025C	BNA1	0	0	0	0	0	0	0	0	0	0	2.15e-06	2.24e-06	1.25e-06	1.1e-06	1.11e-06
P47119	YJR069C	HAM1	0	0	0	0.000162	0	0	0	0	2.23e-10	0	2.08e-06	2.52e-06	1.44e-06	1.37e-06	1.33e-06
P47125	YJR078W	BNA2	0	0	0	0	0	0	0	0	0	0	3.9e-07	2.84e-07	1.43e-07	1.17e-07	1.85e-07
P47143	YJR105W	ADO1	0.00535	0.00496	0.0136	0.0154	0.0244	1.16e-07	9.82e-08	1.76e-07	1.98e-07	4.3e-07	2.16e-05	1.98e-05	1.3e-05	1.28e-05	1.76e-05
P47147	YJR110W	YMR1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P47164	YJR130C	STR2	0	0	0	0	0	0	0	0	0	0	2.09e-07	2.11e-07	1.14e-07	8.45e-08	7.55e-08
P47165	YJR133W	XPT1	0	0	0	0	0	0	0	0	0	0	1.48e-06	1.58e-06	1.24e-06	1.07e-06	1.2e-06
P47169	YJR137C	MET5	0.00252	0.00225	0.0021	0.00204	0.00391	1.27e-08	1.4e-08	8.4e-09	6.87e-09	3.03e-08	5.06e-06	6.23e-06	3.99e-06	3.37e-06	7.73e-06
P47176	YJR148W	BAT2	0.0142	0.00696	0.0113	0.0612	0.157	2.63e-08	2.95e-08	1.59e-08	6.63e-08	5.73e-08	1.86e-06	4.23e-06	1.41e-06	1.08e-06	3.65e-07
P47180	YJR153W	PGU1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P47190	YOR321W	PMT3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P47771	YMR170C	ALD2	0	1	0	0	1	0	1.08e-07	0	0	2.17e-08	1.16e-07	1.08e-07	7.5e-08	6.1e-08	2.17e-08
P47912	YMR246W	FAA4	0.0881	1	0.217	0.31	1	3.51e-07	5.92e-06	5.32e-07	5.95e-07	1.33e-06	3.99e-06	5.92e-06	2.45e-06	1.92e-06	1.33e-06
P48015	YDR019C	GCV1	0.119	0.0163	0.0388	0.000937	0.114	3.39e-07	1.13e-07	1.3e-07	2.76e-09	2.14e-07	2.85e-06	6.92e-06	3.34e-06	2.95e-06	1.87e-06
P48016	YPR026W	ATH1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P48360	YDR376W	ARH1	0	2.56e-06	4.19e-06	0	0	0	1.08e-12	1.08e-12	0	0	Inf	4.24e-07	2.59e-07	1.66e-07	2.92e-07
P48445	YDL141W	BPL1	0	0.99	0	0.99	0	2.03e-05	1.72e-05	3.07e-05	3.44e-05	7.48e-05	Inf	1.74e-05	Inf	3.47e-05	Inf
P48525	YOL033W	MSE1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P48526	YPL040C	ISM1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P48527	YPL097W	MSY1	0	0	0	0	0	0	0	0	0	0	Inf	1.04e-07	6.97e-08	3.84e-08	3.3e-07
P48567	YNL292W	PUS4	0	0	0	0	0	0	0	0	0	0	1.68e-07	1.4e-07	9.83e-08	8.77e-08	1.05e-07
P48570	YDL182W	LYS20	0	0	0	0	0	0	0	0	0	0	4.59e-05	2.88e-05	1.8e-05	1.69e-05	5.49e-05
P48836	YHR039C-A	VMA10	0	0	0	0	0	0	0	0	0	0	8.06e-06	1.36e-05	1.05e-05	1.05e-05	6.54e-06
P49017	YML110C	COQ5	0	0	0	0	0	0	0	0	0	0	2.6e-07	1.8e-07	1.19e-07	1.17e-07	1.45e-07
P49089	YPR145W	ASN1	0.412	0	0.296	0.277	0	2.07e-06	0	1.37e-06	1.12e-06	0	5.03e-06	1.08e-05	4.63e-06	4.04e-06	4.32e-06
P49090	YGR124W	ASN2	0	0.899	0	0	0.939	0	2.28e-06	0	0	4.93e-06	4.12e-06	2.54e-06	1.34e-06	1.19e-06	5.25e-06
P49095	YMR189W	GCV2	0.359	0.0528	0.118	0.00311	0.256	3.39e-07	1.13e-07	1.3e-07	2.76e-09	2.14e-07	9.47e-07	2.14e-06	1.1e-06	8.88e-07	8.35e-07
P49367	YDR234W	LYS4	0.823	1	0.848	1	0.914	6.65e-06	5.54e-06	4.45e-06	2.69e-06	1.73e-05	8.09e-06	5.54e-06	5.24e-06	2.69e-06	1.89e-05
P49435	YML022W	APT1	0	0	0	0	0	0	0	0	0	0	3.91e-06	3.9e-06	2.09e-06	1.81e-06	1.97e-06
P49723	YGR180C	RNR4	0.0139	0.00636	0	0.0144	0.403	2.3e-07	2.3e-07	0	2.3e-07	1.67e-06	1.65e-05	3.62e-05	2.05e-05	1.6e-05	4.14e-06
P49775	YDR305C	HNT2	0	0	0	0	0	0	0	0	0	0	1.57e-07	1.34e-07	8.76e-08	7.26e-08	6.44e-08
P50094	YML056C	IMD4	1	0	0	1	1	2.9e-07	5.14e-07	5.14e-07	3.19e-08	3.67e-07	2.9e-07	Inf	Inf	3.19e-08	3.67e-07
P50095	YLR432W	IMD3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P50107	YML004C	GLO1	0.0197	0.0324	0.0177	0.0924	0.0802	2.08e-08	2.47e-08	6.66e-09	2.36e-08	2.33e-08	1.06e-06	7.6e-07	3.77e-07	2.55e-07	2.91e-07
P50113	YGL154C	LYS5	0	0	0	0	0	2.38e-07	2.62e-07	1.57e-07	1.29e-07	5.66e-07	Inf	Inf	Inf	Inf	Inf
P50264	YMR020W	FMS1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P50277	YNR058W	BIO3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P50861	YOL143C	RIB4	0.000358	0.000362	0.00072	0.000899	0.00236	2.38e-09	2.38e-09	2.38e-09	2.38e-09	6.9e-09	6.66e-06	6.58e-06	3.31e-06	2.65e-06	2.92e-06
P50942	YNL106C	INP52	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P51601	YGR267C	FOL2	0	0	0	0	0	0	0	0	0	0	7.58e-07	7.59e-07	4.82e-07	5.15e-07	5.71e-07
P52290	YDL024C	DIA3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P52489	YOR347C	PYK2	0	0	0	0	0	0	0	0	0	0	7.37e-07	4.87e-07	3.52e-07	2.67e-07	4.62e-07
P52867	YDL093W	PMT5	0	0	0	0	0	2.02e-07	1.71e-07	3.06e-07	3.43e-07	7.45e-07	Inf	Inf	Inf	Inf	Inf
P52893	YLR089C	ALT1	0	0	0	1	0	0	0	0	4.44e-07	0	1.07e-06	1.55e-06	6.21e-07	4.44e-07	4.22e-07
P52910	YLR153C	ACS2	0.0471	0.0351	0.0403	0.0888	0.135	5.31e-07	4.8e-07	4.76e-07	8.77e-07	2.05e-06	1.13e-05	1.37e-05	1.18e-05	9.88e-06	1.52e-05
P52911	YDR261C	EXG2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53037	YGR170W	PSD2	0	0	0	0	0	1.75e-05	0	2.68e-05	3e-05	6.53e-05	Inf	Inf	Inf	Inf	Inf
P53045	YGR060W	ERG25	0.99	0.99	0.99	0.99	0.99	3.73e-06	3.16e-06	5.65e-06	6.32e-06	1.38e-05	3.77e-06	3.2e-06	5.7e-06	6.39e-06	1.39e-05
P53051	YGR287C	IMA1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53078	YGL224C	SDT1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53090	YGL202W	ARO8	0.00468	0.00286	0.00267	0.00149	0.0404	2.83e-08	2.21e-08	1.33e-08	7.65e-09	2.36e-07	6.06e-06	7.72e-06	4.97e-06	5.13e-06	5.84e-06
P53101	YGL184C	STR3	0	0	0	0	0	0	0	0	0	0	4.65e-07	3.21e-07	2.42e-07	1.91e-07	2.06e-07
P53128	YGL125W	MET13	0	0.015	0	0.0287	0.0371	0	2.77e-08	0	3.74e-08	9.46e-08	1.5e-06	1.85e-06	1.42e-06	1.3e-06	2.55e-06
P53164	YGL067W	NPY1	0	0	0	0	0	0	0	0	0	0	5.32e-07	Inf	Inf	3.29e-07	3.65e-07
P53167	YGL063W	PUS2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53184	YGL037C	PNC1	0	0	0	0	0	0	0	0	0	0	1.6e-05	1.32e-05	7.12e-06	5.83e-06	2.96e-06
P53199	YGL001C	ERG26	3.92e-05	5.61e-05	0.00011	0.00013	0.000271	1.3e-10	1.11e-10	1.97e-10	2.21e-10	4.81e-10	3.32e-06	1.97e-06	1.8e-06	1.7e-06	1.78e-06
P53204	YGR010W	NMA2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53239	YGR062C	COX18	0.133	0	0	0	0.0476	6.35e-07	0	0	0	1.24e-07	4.77e-06	4.12e-06	2.84e-06	2.34e-06	2.61e-06
P53264	YGR110W	CLD1	0	0	0	0	0	0	0	0	0	0	1.96e-08	Inf	Inf	Inf	Inf
P53296	YGR177C	ATF2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53312	YGR244C	LSC2	0.0218	0.0216	0.0246	0	0.0859	1.73e-07	1.7e-07	9.48e-08	0	4.03e-07	7.93e-06	7.86e-06	3.86e-06	3.4e-06	4.69e-06
P53314	YGR247W	CPD1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53315	YGR248W	SOL4	0	0	0	0	0	0	0	0	0	3.59e-05	2.08e-06	1.59e-06	1.02e-06	8.5e-07	Inf
P53318	YGR255C	COQ6	0	0	0	0	0	0	0	0	0	0	Inf	Inf	5.14e-08	5.45e-08	Inf
P53319	YGR256W	GND2	0	0	0	0	0	0	0	0	0	0	1.54e-06	1.3e-06	2.46e-07	1.89e-07	Inf
P53332	YGR277C	CAB4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53341	YGR292W	MAL12	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53598	YOR142W	LSC1	0.0127	0.0138	0.0193	0	0.0609	1.73e-07	1.7e-07	9.48e-08	0	4.03e-07	1.36e-05	1.23e-05	4.91e-06	4.61e-06	6.61e-06
P53615	YNL036W	NCE103	0	0	0	0	0	0	0	0	0	0	1.51e-06	2.12e-06	2.18e-06	4.18e-06	1.07e-06
P53629	YNR019W	ARE2	7.17e-05	1.95e-05	4.58e-05	4.76e-05	0.000356	3.82e-11	3.24e-11	5.76e-11	6.45e-11	1.4e-10	5.33e-07	1.66e-06	1.26e-06	1.36e-06	3.94e-07
P53630	YNR057C	BIO4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53685	YOL068C	HST1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53686	YPL015C	HST2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53687	YOR025W	HST3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53688	YDR191W	HST4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53727	YNR027W	BUD17	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53753	YNR067C	DSE4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53848	YNL256W	FOL1	0	0	0	0	0	0	0	0	0	0	Inf	2.04e-07	1.19e-07	Inf	1.29e-07
P53852	YNL247W	YNL247W	0.0218	0.0321	0.0254	0.024	0.0433	2.21e-08	2.43e-08	1.46e-08	1.19e-08	5.26e-08	1.01e-06	7.58e-07	5.73e-07	4.98e-07	1.21e-06
P53909	YNL141W	AAH1	0	0	0	0	0	0	0	0	0	0	1.13e-07	1.48e-07	2.01e-07	2.24e-07	1.83e-07
P53915	YNL129W	NRK1	0	0	0	0	0	0	0	0	0	0	4.15e-08	Inf	1.81e-07	2.14e-07	Inf
P53966	YNL029C	KTR5	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P53982	YNL009W	IDP3	0	0	0	0	0	0	0	0	0	0	5.15e-07	2.68e-07	3.89e-08	3.3e-08	Inf
P54070	YPL053C	KTR6	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P54113	YLR028C	ADE16	0.243	0.236	0.269	0.291	1	1.12e-06	1.18e-06	9.43e-07	8.79e-07	2.33e-06	4.63e-06	4.99e-06	3.5e-06	3.02e-06	2.33e-06
P54114	YMR169C	ALD3	0	0	0	0	0	0	0	0	0	0	4.73e-07	6.7e-07	Inf	Inf	Inf
P54115	YPL061W	ALD6	0	0	0	0.0675	0	0	0	0	2.44e-06	0	0.000112	9.19e-05	4.09e-05	3.61e-05	5.14e-05
P54781	YMR015C	ERG5	0	0	0	0	0	0	0	0	0	0	2.89e-07	8.16e-07	5.41e-07	3.98e-07	4.27e-07
P54783	YML086C	ALO1	0	0	0	0	0	0	0	0	0	0	1.09e-06	1.55e-06	9.2e-07	6.73e-07	8.52e-07
P54838	YML070W	DAK1	0	0	0	0	0	0	0	0	0	0	3.12e-06	3.23e-06	2.21e-06	1.91e-06	1.45e-06
P54839	YML126C	ERG13	0.57	0.483	0.99	0.99	0.99	1.12e-05	9.53e-06	1.7e-05	1.9e-05	4.14e-05	1.97e-05	1.97e-05	1.72e-05	1.92e-05	4.19e-05
P54857	YDR058C	TGL2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P54861	YLL001W	DNM1	0	0	0	0	0	0	0	0	0	0	1.06e-06	8.5e-07	5.81e-07	4.45e-07	1.47e-06
P54885	YOR323C	PRO2	0.0161	0.0195	0.0176	0.0144	0.0498	5.79e-08	7.07e-08	4.16e-08	3.01e-08	1.53e-07	3.6e-06	3.63e-06	2.36e-06	2.09e-06	3.07e-06
P61829	Q0130	OLI1	0.584	0.672	0.605	0.551	1	0.00016	0.000152	0.00011	6.7e-05	0.00033	0.000274	0.000226	0.000182	0.000122	0.00033
P80210	YNL220W	ADE12	0.0647	0.0845	0.0853	0.0782	0.153	6.49e-07	6.91e-07	5.07e-07	4.57e-07	1.66e-06	1e-05	8.18e-06	5.95e-06	5.84e-06	1.09e-05
P80235	YAR035W	YAT1	0	0	0	0	0	0	0	0	0	0	2.48e-06	3.15e-07	Inf	Inf	3.55e-07
P81449	YDR322C-A	TIM11	0.584	0.672	0.605	0.551	1	1.6e-05	1.52e-05	1.1e-05	6.7e-06	3.3e-05	2.74e-05	2.26e-05	1.82e-05	1.22e-05	3.3e-05
P81450	YML081C-A	ATP18	0.584	0.672	0.605	0.551	1	1.6e-05	1.52e-05	1.1e-05	6.7e-06	3.3e-05	2.74e-05	2.26e-05	1.82e-05	1.22e-05	3.3e-05
P81451	YOL077W-A	ATP19	0.584	0.672	0.605	0.551	1	1.6e-05	1.52e-05	1.1e-05	6.7e-06	3.3e-05	2.74e-05	2.26e-05	1.82e-05	1.22e-05	3.3e-05
Q00055	YDL022W	GPD1	0	0.000661	0.00162	0	0	0	1.1e-08	1.96e-08	0	0	2.49e-05	1.66e-05	1.21e-05	1e-05	6.54e-06
Q00711	YKL148C	SDH1	0	0.0842	0.0846	0	0	0	2.22e-07	1.53e-07	0	0	3.87e-06	2.63e-06	1.81e-06	1.09e-06	4.29e-06
Q00764	YBR126C	TPS1	0.00209	0.00218	0.00466	0.0058	0.0191	3.08e-08	2.61e-08	4.66e-08	5.22e-08	1.14e-07	1.48e-05	1.2e-05	1e-05	8.99e-06	5.95e-06
Q00955	YNR016C	ACC1	0.125	0.117	0.237	0.31	0.614	7.63e-07	6.48e-07	1.16e-06	1.29e-06	2.82e-06	6.12e-06	5.52e-06	4.88e-06	4.17e-06	4.58e-06
Q01217	YER069W	ARG5,6	0.279	0.241	0.197	0.207	0.726	1.6e-06	1.59e-06	9.75e-07	8.88e-07	3.44e-06	5.72e-06	6.62e-06	4.95e-06	4.29e-06	4.75e-06
Q01519	YLR038C	COX12	0.707	0.778	0.809	0.57	0.986	4.14e-06	3.95e-06	2.84e-06	1.65e-06	8.72e-06	5.85e-06	5.08e-06	3.51e-06	2.9e-06	8.84e-06
Q01574	YAL054C	ACS1	0	0	1	0	0	0	0	3.14e-07	0	0	4.99e-05	1.59e-05	3.14e-07	1.86e-07	8.21e-07
Q01802	YKL106W	AAT1	0	0	0	0	0	0	0	0	0	0	2.08e-07	Inf	Inf	Inf	Inf
Q02046	YKR080W	MTD1	0	0	0	0	0	0	0	0	0	0	2.47e-06	2.91e-06	1.83e-06	1.65e-06	2.04e-06
Q02196	YKL001C	MET14	0.0301	0.0547	0.0461	0.0366	0.0935	4.51e-07	4.96e-07	2.98e-07	2.44e-07	1.07e-06	1.5e-05	9.07e-06	6.46e-06	6.65e-06	1.15e-05
Q02207	YKR009C	FOX2	0	0	0	0	0	0	0	0	0	0	1.03e-05	6.6e-06	5.36e-07	3.14e-07	7.81e-07
Q02784	YPL059W	GRX5	0	0	0	0	0	0	0	0	0	0	5e-07	4.56e-07	2.31e-07	1.86e-07	3.44e-07
Q02896	YPL087W	YDC1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q02979	YPL110C	GDE1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q03034	YDR539W	FDC1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q03175	YMR101C	SRT1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q03262	YMR278W	PRM15	0	0	0	0	0	0	0	0	0	0	3.53e-07	4.77e-07	3.1e-07	2.44e-07	1.61e-07
Q03266	YMR289W	ABZ2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	7.29e-08	5.66e-08	Inf
Q03529	YMR272C	SCS7	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q03557	YMR293C	HER2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q03579	YMR298W	LIP1	0	0	0	0	0	0	0	0	0	0	1.02e-06	1.87e-06	1.27e-06	1.16e-06	6.14e-07
Q03674	YMR006C	PLB2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q03677	YMR009W	ADI1	0	0	0	0	0	0	0	0	0	0	2.73e-06	2.3e-06	1.16e-06	1.01e-06	1.61e-06
Q03764	YDR147W	EKI1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q03778	YDR236C	FMN1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q03835	YDR098C	GRX3	0	0	0	0	0	0	0	0	0	0	5.51e-07	2.76e-07	Inf	1.43e-07	2.5e-07
Q03941	YDR196C	CAB5	0	0	0	0	0	0	0	0	0	0	9.7e-07	1.02e-06	6.15e-07	6.35e-07	3.44e-07
Q04066	YDR428C	BNA7	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q04120	YDR453C	TSA2	0	0	0	0	0	0	0	0	0	0	Inf	1.78e-07	Inf	Inf	Inf
Q04178	YDR399W	HPT1	0	0	0	0	0	0	0	0	0	0	8.26e-06	1.24e-05	8.56e-06	7.64e-06	5.32e-06
Q04179	YDR400W	URH1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
